Days to Maturity,Close_Index,IV_Call,IV_Put,Log Forward Moneyness,IV
0,497.71,0.0,0.0,0.014540851187545773,0.0
1,497.71,0.0,0.0,0.014540851187545773,0.0
4,497.71,0.0792,0.0792,0.014540851187545773,0.0792
5,497.71,0.1015,0.1015,0.014540851187545773,0.1015
6,497.71,0.104,0.104,0.014540851187545773,0.104
7,497.71,0.1096,0.1096,0.014540851187545773,0.1096
8,497.71,0.1109,0.1109,0.014540851187545773,0.1109
12,497.71,,,0.014540851187545773,
13,497.71,,,0.014540851187545773,
14,497.71,0.1026,0.1026,0.014540851187545773,0.1026
15,497.71,0.1022,0.1022,0.014540851187545773,0.1022
21,497.71,0.1019,0.1019,0.014540851187545773,0.1019
22,497.71,0.103,0.103,0.014540851187545773,0.103
29,497.71,0.1053,0.1053,0.014540851187545773,0.1053
36,497.71,0.1067,0.1067,0.014540851187545773,0.1067
43,497.71,0.1084,0.1084,0.014540851187545773,0.1084
49,497.71,0.1084,0.1084,0.014540851187545773,0.1084
71,497.71,0.1117,0.1117,0.014540851187545773,0.1117
82,497.71,0.1122,0.1122,0.014540851187545773,0.1122
99,497.71,0.117,0.117,0.014540851187545773,0.117
113,497.71,0.1184,0.1184,0.014540851187545773,0.1184
134,497.71,0.1212,0.1212,0.014540851187545773,0.1212
141,497.71,0.1216,0.1216,0.014540851187545773,0.1216
162,497.71,0.1243,0.1243,0.014540851187545773,0.1243
174,497.71,0.1257,0.1257,0.014540851187545773,0.1257
190,497.71,0.1284,0.1284,0.014540851187545773,0.1284
225,497.71,0.132,0.132,0.014540851187545773,0.132
235,497.71,0.1322,0.1322,0.014540851187545773,0.1322
316,497.71,0.1451,0.1451,0.014540851187545773,0.1451
327,497.71,0.1444,0.1444,0.014540851187545773,0.1444
344,497.71,0.1459,0.1459,0.014540851187545773,0.1459
407,497.71,0.1507,0.1507,0.014540851187545773,0.1507
498,497.71,0.1554,0.1554,0.014540851187545773,0.1554
680,497.71,0.163,0.163,0.014540851187545773,0.163
708,497.71,0.163,0.163,0.014540851187545773,0.163
1044,497.71,0.1682,0.1682,0.014540851187545773,0.1682
