mse,rmse,mae,mape
1.5079662799835205,1.2279927849883812,1.2279927730560303,33.333336
0.025021430104970932,0.1581816364341036,0.15818163752555847,33.333336
0.05396898835897446,0.23231226476226877,0.23231226205825806,46.462452
0.1950996369123459,0.44170084549652594,0.44170084595680237,99.85996
0.36695021390914917,0.6057641570026648,0.6057641506195068,55.640213
